-0.10462291	-0.16302128	-0.09324208	-0.27115676	-0.079069905	-0.020189088	0.27198887	0.448808	-0.66734016	-0.12270164	-0.23164798	0.2374769	0.04927276	0.11275941	-0.16736953	0.06591808
-0.21427089	-0.38687643	0.17092486	-0.45011726	-0.32437137	0.5632957	0.7920473	0.17989993	-0.75570345	0.12435726	-0.23712322	0.20872363	-0.097623795	0.29810715	0.10955666	-0.026665358
-0.17112646	0.049975965	0.16859497	-0.14826785	0.057405267	-0.30836836	-0.19023585	0.25383964	-0.5343818	-0.10063557	-0.2951537	0.066141	0.20178442	0.31423	-0.1770441	0.16383244
-0.019259863	0.15237963	0.031062074	0.026328616	0.16964178	-0.21437646	0.0074456185	0.5100119	-0.54168445	-0.20034191	-0.100196205	0.07602217	0.06431306	0.12165938	-0.22934386	0.09840326
0.36283186	0.033831332	-0.26862562	-0.13508405	0.032420065	-0.20260374	-0.18837412	0.254761	-0.33023492	0.03117111	-0.3218627	0.30972752	-0.09878808	0.44317994	0.0011353268	-0.11588302
-0.5487524	0.4204253	0.35612348	0.37836915	0.39619854	-0.69659543	-0.5396777	0.4231877	-0.26506796	-0.48796383	0.01890507	-0.41686788	0.56041616	-0.12996282	-0.4870634	0.48358792
-0.34945726	-0.2362881	0.054178275	-0.28113523	-0.113372974	0.27997985	0.5268657	0.2825469	-0.6209757	-0.089322284	-0.09276513	0.07315195	0.028598715	-0.15087914	-0.101385854	0.12364335
-0.14830424	-0.280582	-0.19784848	-0.20995449	-0.12278925	-0.08600579	0.21335694	0.30714333	-0.60747796	0.048431605	-0.22991003	0.16101944	-0.026540695	-0.10703341	-0.04299431	-0.017292473
-0.32846835	0.16953905	-0.19791816	0.2570601	0.27160594	-0.89937615	-0.9833091	0.4408062	0.34645766	-0.2402624	-0.46848488	-0.32066938	0.42831483	-0.2817635	-0.35982522	0.38459095
-0.3802767	0.06183019	0.20231813	0.07196173	0.1402878	-0.12512359	0.18366271	0.3880645	-0.63038325	-0.23221189	0.02445447	-0.15817298	0.26545778	-0.19076496	-0.23249735	0.30549034
-0.30987284	-0.32779196	-0.025227368	-0.16442573	-0.013303947	0.53344727	0.73838764	0.41959375	-0.74435043	-0.14770094	0.21840577	0.016879205	0.04174665	-0.684777	-0.12746991	0.060196683
-0.10000063	-0.47136632	-0.51607525	-0.27367452	-0.21255691	-0.5452539	-0.26427576	0.22350849	-0.17561106	0.10682561	-0.4988997	0.11134568	0.015009847	-0.40320593	0.0905135	-0.11340794
0.5509505	-0.030209156	-0.5215466	-0.048762277	0.037718963	-0.5561589	-0.59154445	0.33492467	0.22585948	0.01812976	-0.5636187	0.2992285	-0.17397027	0.24528168	0.06903601	-0.17554255
-0.2646857	-0.28169987	0.19186571	-0.312614	-0.25621572	0.34157708	0.5126207	0.12899904	-0.5594674	0.071535505	-0.19228703	0.11039447	0.018562317	0.19101244	-0.032719947	0.054102104
0.41058624	-0.0010555112	0.052631535	-0.17575921	-0.17248248	0.44863093	0.27740905	-0.25617322	-0.3120898	0.15533644	-0.14202079	0.40240514	-0.28413707	0.8705687	0.22186221	-0.12680578
-0.21274874	-0.32281074	-0.01511707	-0.45438656	-0.49201524	0.19450317	0.39005998	-0.13118787	-0.6032175	0.22253004	-0.4319393	0.1707636	-0.14777082	0.23454417	0.101276465	-0.09281583
0.16363521	-0.24681933	-0.19398715	-0.30933422	-0.42306274	0.020322576	0.013971811	-0.23673962	-0.14745839	0.30284113	-0.57639647	0.25434095	-0.24057543	0.62325805	0.27151263	-0.2060307
0.011750704	0.1303242	0.21602562	-0.021696046	-0.028398937	0.26098895	0.27766436	0.050379798	-0.44117966	-0.11446766	-0.037067134	0.06472462	-0.04640656	0.66724056	-0.08533339	0.13037099
-0.5090084	0.6417907	0.7190934	0.6472276	0.7261636	-0.21318541	-0.098434724	0.457564	-0.6132784	-0.7287653	0.612598	-0.47862208	0.557829	0.27933186	-0.5401761	0.6879189
0.37854812	-0.096803695	-0.33777112	0.06466451	0.27520514	0.061979666	0.08018605	0.59061056	-0.32867017	-0.14529844	0.060607594	0.16226894	-0.16592367	-0.2089045	-0.03411373	-0.15130183
0.22905385	0.029302286	-0.1511665	0.057281453	0.3223459	0.028764503	0.16854216	0.52744293	-0.4940674	-0.28666735	0.07679228	0.13951391	-0.010857585	-0.099806525	-0.14047442	0.017581515
-0.7472891	-0.12762284	0.22029689	-0.13491847	-0.2184784	-0.5248183	-0.3536951	0.056866903	-0.16889372	0.0040498115	-0.3595127	-0.35865262	0.37811154	-0.21595691	-0.20134623	0.31167492
-0.4739658	-0.46265337	0.111608475	-0.4322913	-0.46221077	-0.20766649	0.17540419	-0.100691386	-0.47082263	0.19476971	-0.58061844	-0.22652753	0.15128016	-0.26308396	0.026266921	0.10833354
-0.61325866	0.0706438	0.5103426	-0.0101017	0.03386343	0.1894978	0.50693464	0.22755077	-0.75510305	-0.30781907	0.19435644	-0.27759868	0.38755736	-0.06517973	-0.32642648	0.38797778
-0.27079442	0.33407593	0.4726411	0.00960746	0.054829553	-0.036923055	0.056223195	0.11252394	-0.5244369	-0.16705662	-0.012043981	-0.06147479	0.30175808	0.52516353	-0.2805016	0.32761937
-0.01657924	-0.113433294	-0.44850102	-0.025550196	0.055282462	-0.698551	-0.5618901	0.37597388	-0.044764966	-0.044493597	-0.34953812	0.032038912	0.16115971	-0.38267228	-0.14071716	0.045653787
0.21383534	0.14250551	-0.13641793	0.008605854	0.12631331	-0.3128974	-0.41655692	0.30419436	0.14342055	-0.010022398	-0.34255597	0.12391733	0.054503422	0.28937212	-0.05627364	-0.020466555
-1.1306987	-0.80857104	0.09033061	-0.956355	-0.9993201	-0.27391717	0.25845754	-0.90367955	-0.6031538	0.81794816	-0.9413186	-0.374184	-0.026798388	-0.2084795	0.5261651	-0.11452911
0.17757776	-0.110792086	-0.03110222	-0.2816732	-0.10588614	0.31711766	0.41650453	0.1217734	-0.5247481	0.040012006	-0.059697326	0.3552364	-0.11692277	0.26940635	0.07438382	-0.12682192
-0.12898338	0.012457013	0.18638222	-0.15043508	0.015819859	0.31588128	0.41699508	0.1566643	-0.63740665	-0.10921342	0.06126658	0.10456291	0.048521128	0.38851824	-0.081391014	0.13234471
0.32761183	-0.184122	-0.45036054	-0.104494125	-0.040499866	-0.5288664	-0.5354256	0.1813997	0.17552845	0.10217522	-0.51592577	0.26471704	-0.07223127	0.08630159	0.13259864	-0.20567784
-0.7912168	-0.6191091	-0.20146008	-0.60970336	-0.6927541	-0.4428114	-0.23197876	-0.4623511	-0.30765104	0.49739176	-0.7417588	-0.2306493	-0.13167472	-0.40722036	0.33358666	-0.21434872
0.6864127	-0.01751902	-0.99819624	0.17344429	0.2743192	-0.2974601	-0.36711508	0.34599996	0.3610137	-0.12801147	-0.27287555	0.16714236	-0.13027245	-0.2074435	0.02906407	-0.34103426
0.23799518	-0.05800914	-0.30949143	-0.06047851	-0.00021196056	-0.43280876	-0.47013095	0.16954297	0.06179956	0.098508604	-0.43705714	0.19077243	-0.06582767	0.19233088	0.016800659	-0.12366851
0.6848321	-0.46597755	-0.5119101	-0.36218253	-0.29721153	0.566878	0.5594647	0.07909185	-0.40813705	0.32851213	-0.12969345	0.59076595	-0.6154866	0.26677647	0.41948888	-0.50394547
-0.024702862	-0.041226614	-0.32892084	0.1514701	0.29347473	-0.5453183	-0.35461912	0.5399909	-0.123278685	-0.26209646	-0.12190617	-0.11912777	0.10745834	-0.47458938	-0.22956984	0.054524288
-0.4610358	0.04799078	0.25625417	0.11912306	0.052886587	-0.11555633	0.1454972	0.285239	-0.45839208	-0.18760706	0.03886469	-0.25255606	0.23926294	-0.25649998	-0.21707802	0.25941923
